Pincode,City,State,Delhivery,GATI,V-Xpress,Safexpress,Movin,DP World,Criticalog,Blue Dart,Baral,DTDC,Ethics,Ethics
441206,Brahmapuri,Maharashtra,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
229216,Lalganj,Uttar Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
442001,Wardha,Maharashtra,ODA-A,ODA-A,ODA-C,Serviceable,NSZ,ODA -B,NSZ,Serviceable,NSZ,ODA-C,NSZ,ODA-2
600021,Chennai,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
400072,Mumbai,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
686600,Kothanalloor,Kerala,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
625708,Madurai,Tamil Nadu,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
769041,Rourkela,Odisha,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-A,NSZ,NSZ
688567,Alappuzha,Kerala,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-C,NSZ,NSZ
413216,Akkalkot,Maharashtra,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
802316,Arrah,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA-D,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
610106,Thiruvarur,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA-D,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-4
769004,Rourkela,Odisha,Serviceable,Serviceable,ODA-B,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,Serviceable,NSZ,NSZ
518165,Koilakuntla,Andhra Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
482010,Jabalpur,Madhya Pradesh,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,Serviceable,Serviceable,NSZ,ODA-D,NSZ,ODA-1
591307,Gokak,Karnataka,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
533249,Razole,Andhra Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
273017,Gorakhpur,Uttar Pradesh,Serviceable,NSZ,ODA-A,Serviceable,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
403703,Canacona,Goa,Serviceable,NSZ,ODA-A,ODA-A,Serviceable,ODA -A,ODA-A,Serviceable,NSZ,ODA-B,NSZ,ODA-1
497451,Manendragarh,Chhattisgarh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
226023,Lucknow,Uttar Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
221306,Gopiganj,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,Regular
421503,Thane,Maharashtra,Serviceable,NSZ,Serviceable,ODA-A,Serviceable,DIRECT,NSZ,Serviceable,NSZ,ODA-B,NSZ,ODA-1
761030,Kodala,Odisha,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-B,NSZ,ODA-1
754142,Paradip,Odisha,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-2
829101,Ramgarh,Jharkhand,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
608701,Lalpet,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-2
581128,Haveri,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
209722,Kannauj,Uttar Pradesh,Serviceable,Serviceable,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-1
731255,Shantiniketan,West Bengal,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
670330,Kannur,Kerala,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
441302,Katol,Maharashtra,ODA-A,ODA-A,ODA-C,ODA-A,ODA-A,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
262534,Rudrapur,Uttarakhand,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
713357,Rupnarayanpur,West Bengal,ODA-A,Serviceable,ODA-B,ODA-A,NSZ,NSZ,Serviceable,Serviceable,NSZ,NSZ,NSZ,NSZ
713372,Asansol,West Bengal,ODA-A,Serviceable,ODA-B,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,ODA-B,NSZ,NSZ
678621,Palakkad,Kerala,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA-1
522235,Guntur,Andhra Pradesh,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-B,NSZ,ODA-1
229215,Lalganj,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
243639,Budaun,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,Serviceable,NSZ,NSZ,NSZ,NSZ
140407,Sirhind-Fategarh,Punjab,ODA-A,NSZ,Serviceable,ODA-A,NSZ,ODA -A,Serviceable,Serviceable,NSZ,NSZ,NSZ,ODA-1
802210,Arrah,Bihar,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
205301,Mainpuri,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
416112,Kolhapur,Maharashtra,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
400032,Mumbai,Maharashtra,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
474008,Gwalior,Madhya Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,ODA-D,NSZ,ODA-1
227305,Lucknow,Uttar Pradesh,Serviceable,Serviceable,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,Serviceable,NSZ,NSZ
425444,Shahada,Maharashtra,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
713169,Panagarh,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
628851,Eral,Tamil Nadu,ODA-A,ODA-B,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
400082,Mumbai,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
733125,Kaliyaganj,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
828115,Dhanbad,Jharkhand,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
781136,Boko,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
574119,Mudarangady,Karnataka,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
577134,Koppa-Ka,Karnataka,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
342004,Jodhpur,Rajasthan,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
700163,Kolkata,West Bengal,Serviceable,NSZ,ODA-B,ODA-A,Serviceable,ODA -A,Serviceable,NSZ,NSZ,NSZ,NSZ,ODA-1
110078,Delhi Ncr,Delhi,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
176213,Dharamshala,Himachal Pradesh,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA -C,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-3
302000,Jaipur,Rajasthan,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ
713103,Bardhaman,West Bengal,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
413563,Latur,Maharashtra,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
732205,Malda,West Bengal,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
781380,Baihata,Assam,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,ODA-C,NSZ,ODA-1
201021,Delhi Ncr,Uttar Pradesh,Serviceable,NSZ,Serviceable,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,ODA,NSZ
502295,Sangareddy,Telangana,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
585215,Shorapur,Karnataka,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
586128,Sindagi,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,Serviceable,NSZ,NSZ,NSZ,ODA-2
331030,Churu,Rajasthan,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
177032,Una,Himachal Pradesh,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
414502,Shevgaon,Maharashtra,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,Serviceable,NSZ,ODA-D,NSZ,ODA-1
603301,Melmaruvathur,Tamil Nadu,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
523214,Martur,Andhra Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
272150,Rudhauli,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
695575,Kallikkad,Kerala,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,Regular
625119,Cochin,Kerala,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
209503,Farrukhabad,Uttar Pradesh,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
689510,Chengannur,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
422501,Nashik,Maharashtra,Serviceable,NSZ,ODA-A,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,Regular
604203,Gingee,Tamil Nadu,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-B,NSZ,ODA-1
454334,Barwani,Madhya Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
785668,Sivasagar,Assam,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
571103,Hunsur,Karnataka,Serviceable,NSZ,ODA-A,Serviceable,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
623409,Thiruvadanai,Tamil Nadu,ODA-A,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
250033,,,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
388245,Umreth,Gujarat,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
835232,Gumla,Jharkhand,Serviceable,Serviceable,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
313324,Rajsamand,Rajasthan,ODA-A,NSZ,Serviceable,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
305925,Beawar,Rajasthan,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
431202,Jalna,Maharashtra,ODA-A,ODA-A,ODA-B,ODA-A,ODA-A,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
577214,Shikaripur,Karnataka,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
122219,Delhi Ncr,Haryana,Serviceable,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,Serviceable,Regular
273158,Anandnagar,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
604408,Vandavasi,Tamil Nadu,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
845102,Narkatiaganjhub,Bihar,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
517421,Chittoor,Andhra Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
465335,Shujalpur,Madhya Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
814153,Poriyahat,Jharkhand,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
493889,Gariyaband,Chhattisgarh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
700047,Kolkata,West Bengal,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
413721,Shrirampur,Maharashtra,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
492007,Raipur,Chhattisgarh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
580002,Dharwad,Karnataka,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
632510,Arakkonam,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
683543,Perumbavoor,Kerala,ODA-A,Serviceable,ODA-A,ODA-A,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,ODA-B,NSZ,Regular
306302,Bilara,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
452018,Indore,Madhya Pradesh,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
341506,Didwana,Rajasthan,Serviceable,NSZ,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
211010,Allahabad,Uttar Pradesh,Serviceable,NSZ,ODA-A,Serviceable,NSZ,ODA -A,ODA-A,Serviceable,NSZ,ODA-A,NSZ,ODA-1
683544,Perumbavoor,Kerala,ODA-A,Serviceable,Serviceable,ODA-A,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,ODA-B,NSZ,ODA-1
606208,Sankarapuram,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
495454,Korba,Chhattisgarh,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-D,NSZ,NSZ
688552,Alappuzha,Kerala,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
522102,Bapatla,Andhra Pradesh,Serviceable,NSZ,ODA-D,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
581412,Hubli,Karnataka,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
689623,Haripad,Kerala,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
713381,Dubrajpur,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
250501,Meerut,Uttar Pradesh,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,DIRECT,ODA-A,ODA-A,NSZ,NSZ,NSZ,Regular
832302,Chakulia,Jharkhand,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
202397,Dibai,Uttar Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
847107,Dholi,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
271870,Bahraich,Uttar Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
261502,Dhaurahara,Uttar Pradesh,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
732150,Itahar,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
641007,Coimbatore,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,ODA -A,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
206302,Kishni,Uttar Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
140118,Anandpur Sahib,Punjab,ODA-A,NSZ,ODA-B,ODA-A,ODA-A,ODA -A,NSZ,Serviceable,NSZ,ODA-C,NSZ,ODA-1
638812,Tirupur,Tamil Nadu,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
628205,Tiruchendur,Tamil Nadu,ODA-A,ODA-B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
689626,Tiruvalla,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
711406,Barrackpore,West Bengal,ODA-A,NSZ,NSZ,Serviceable,Serviceable,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,Regular
581129,Dandeli,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
465689,Zirapur,Madhya Pradesh,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
402117,Mangaon,Maharashtra,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
521151,Vijayawada,Andhra Pradesh,Serviceable,ODA-A,Serviceable,ODA-A,Serviceable,ODA -A,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
148028,Sunam,Punjab,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-C,NSZ,ODA-1
761146,Hinjilicut,Odisha,ODA-A,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
783135,Fekamari,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
683592,Aluva,Kerala,ODA-A,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,Regular
796101,Kolasib,Mizoram,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
587113,Mudhol,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
638751,Tirupur,Tamil Nadu,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
606206,Kallakurichi,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
410217,Thane,Maharashtra,Serviceable,NSZ,NSZ,Serviceable,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
423201,Malegaon,Maharashtra,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
713123,Ghanashyampur,West Bengal,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
148034,Dhuri,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
832101,Chakulia,Jharkhand,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
621108,Perambalur,Tamil Nadu,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
462101,Berasia,Madhya Pradesh,Serviceable,NSZ,ODA-A,ODA-A,ODA-A,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
680721,Chalakudy,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-1
415515,Wai,Maharashtra,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
800030,Patna,Bihar,Serviceable,NSZ,ODA-A,ODA-A,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
641042,Madukkarai,Tamil Nadu,Serviceable,NSZ,ODA-A,Serviceable,Serviceable,ODA -A,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
754100,Cuttack,Odisha,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
325219,Kawai,Rajasthan,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
581332,Kumta,Karnataka,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
505490,Huzurabad,Telangana,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
415518,Satara,Maharashtra,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
581347,Yellapur,Karnataka,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
331001,Churu,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
768003,Sambalpur,Odisha,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
415622,Khed,Maharashtra,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -C,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-3
523112,Pamur,Andhra Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
142031,Jagraon,Punjab,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
382230,Bavla,Gujarat,Serviceable,ODA-A,ODA-A,Serviceable,ODA-A,ODA -A,NSZ,ODA-A,NSZ,ODA-B,NSZ,ODA-1
761002,Behrampur,Odisha,ODA-A,Serviceable,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-B,NSZ,NSZ
412201,Urlikanchan,Maharashtra,Serviceable,NSZ,ODA-A,Serviceable,Serviceable,ODA -A,ODA-A,Serviceable,NSZ,Serviceable,Serviceable,ODA-1
